,Unnamed: 0,agA_name,agB_name,agA_ns,agA_id,agB_ns,agB_id,residue,position,stmt_type,evidence_count,stmt_hash,belief,source_counts,initial_sign
0,0,A1CF,HIF1A,HGNC,24086,HGNC,4910,,,Inhibition,1,7320645532335273,1.0,{'reach': 1},
1,1,A2M,F2,HGNC,7,HGNC,3535,,,Inhibition,1,34384782630683270,1.0,{'eidos': 1},
2,2,AADAC,CD80,HGNC,17,HGNC,1700,,,IncreaseAmount,1,3455023122456780,1.0,{'reach': 1},
3,3,AADAC,CDKN1A,HGNC,17,HGNC,1784,,,Activation,1,-8601932876917354,1.0,{'reach': 1},
4,4,AADAC,CDKN1A,HGNC,17,HGNC,1784,,,IncreaseAmount,1,-29714064171817370,1.0,{'reach': 1},
5,5,AADAC,DNMT1,HGNC,17,HGNC,2976,,,DecreaseAmount,1,19469313478364032,1.0,{'reach': 1},
6,6,AADAC,DNMT1,HGNC,17,HGNC,2976,,,Inhibition,1,-25494731212369282,1.0,{'sparser': 1},
7,7,AADAC,FOXO1,HGNC,17,HGNC,3819,,,Activation,1,27780274721078410,1.0,{'reach': 1},
8,8,AADAC,IL6,HGNC,17,HGNC,6018,,,Activation,1,17586386794805800,1.0,{'reach': 1},
9,9,AADAC,PAFAH1B1,HGNC,17,HGNC,8574,,,Activation,1,22486300566202269,1.0,{'reach': 1},
10,10,AADAC,TERT,HGNC,17,HGNC,11730,,,DecreaseAmount,1,6287988511557468,1.0,{'reach': 1},
11,11,AADAC,TP53,HGNC,17,HGNC,11998,,,Activation,1,-1005774735788381,1.0,{'reach': 1},
12,13,AAK1,TF,HGNC,19679,HGNC,11740,,,Inhibition,1,7429014567978959,1.0,{'reach': 1},
13,14,AATF,BIRC5,HGNC,19235,HGNC,593,,,Activation,1,191209596023716,1.0,{'reach': 1},
14,15,AATF,JUN,HGNC,19235,HGNC,6204,,,Activation,0,-3696825089814066,1.0,{},
15,16,AATF,TP53,HGNC,19235,HGNC,11998,,,Activation,1,-9321838606041261,1.0,{'reach': 1},
16,17,AATF,TP53,HGNC,19235,HGNC,11998,,,IncreaseAmount,1,-6119397091480858,1.0,{'reach': 1},
17,18,ABCA1,APOA1,HGNC,29,HGNC,600,,,Inhibition,0,-30788934716305897,1.0,{},
18,19,ABCA1,APOA1,HGNC,29,HGNC,600,,,Activation,1,-3890659790756249,1.0,{'reach': 1},
19,24,ABCA1,APP,HGNC,29,HGNC,620,,,Inhibition,1,-6867731683437597,1.0,{'reach': 1},
20,25,ABCA1,APP,HGNC,29,HGNC,620,,,Activation,1,-12087615661524735,1.0,{'reach': 1},
21,26,ABCA1,CSH1,HGNC,29,HGNC,2440,,,Activation,1,-7972859469596915,1.0,{'reach': 1},
22,27,ABCA1,INS,HGNC,29,HGNC,6081,,,Inhibition,1,-34556984346892646,1.0,{'reach': 1},
23,28,ABCA1,JAK2,HGNC,29,HGNC,6192,,,Activation,1,-34996735941546803,1.0,{'reach': 1},
24,29,ABCA1,LDLR,HGNC,29,HGNC,6547,,,Inhibition,1,-7867020690941692,1.0,{'reach': 1},
25,30,ABCA1,STAT3,HGNC,29,HGNC,11364,,,Activation,1,15874951168520649,1.0,{'reach': 1},
26,31,ABCA12,AKAP4,HGNC,14637,HGNC,374,,,Activation,1,-3228386126850069,1.0,{'eidos': 1},
27,32,ABCA2,APP,HGNC,32,HGNC,620,,,IncreaseAmount,1,-33920809994023448,1.0,{'reach': 1},
28,33,ABCA2,APP,HGNC,32,HGNC,620,,,IncreaseAmount,1,4049791221677264,1.0,{'reach': 1},
29,34,ABCA2,APP,HGNC,32,HGNC,620,,,Activation,1,-610110234871621,1.0,{'reach': 1},
30,35,ABCA7,APP,HGNC,37,HGNC,620,,,Activation,1,-25810155286797152,1.0,{'reach': 1},
31,36,ABCA7,APP,HGNC,37,HGNC,620,,,Inhibition,1,-16914114172705885,1.0,{'eidos': 1},
32,37,ABCB1,ABCG2,HGNC,40,HGNC,74,,,Activation,1,35234031858623814,1.0,{'reach': 1},
33,38,ABCB1,ABCG2,HGNC,40,HGNC,74,,,Inhibition,1,-20289940288952734,1.0,{'reach': 1},
34,39,ABCB1,APP,HGNC,40,HGNC,620,,,Inhibition,0,16733376339874672,1.0,{},
35,40,ABCB1,APP,HGNC,40,HGNC,620,,,Activation,1,12535603297056462,1.0,{'reach': 1},
36,41,ABCB1,MSH3,HGNC,40,HGNC,7326,,,Activation,1,-1840023174225734,1.0,{'reach': 1},
37,42,ABCB1,TIMM8A,HGNC,40,HGNC,11817,,,Activation,1,-5524114460741511,1.0,{'reach': 1},
38,43,ABCB11,ATP8B1,HGNC,42,HGNC,3706,,,Activation,1,-35848031555481273,1.0,{'reach': 1},
39,44,ABCB11,NR1H4,HGNC,42,HGNC,7967,,,Activation,1,24932371501915079,1.0,{'reach': 1},
40,45,ABCB4,ATP8B1,HGNC,45,HGNC,3706,,,Activation,1,17964472334688304,1.0,{'reach': 1},
41,46,ABCC2,IL6,HGNC,53,HGNC,6018,,,Activation,1,32192423995340419,1.0,{'reach': 1},
42,47,ABCC2,MTX1,HGNC,53,HGNC,7504,,,Activation,1,-1997967859351694,1.0,{'reach': 1},
43,48,ABCC8,CASP3,HGNC,59,HGNC,1504,,,Activation,1,26228276449323946,1.0,{'reach': 1},
44,49,ABCC8,INS,HGNC,59,HGNC,6081,,,Inhibition,1,-20886112240648720,1.0,{'reach': 1},
45,50,ABCC8,INS,HGNC,59,HGNC,6081,,,Activation,1,30306674656363869,1.0,{'reach': 1},
46,51,ABCC8,PRKCB,HGNC,59,HGNC,9395,,,Activation,1,1784247367653102,1.0,{'sparser': 1},
47,52,ABCD1,CLDN2,HGNC,61,HGNC,2041,,,IncreaseAmount,1,-9930217329954245,1.0,{'reach': 1},
48,53,ABCD1,NR3C2,HGNC,61,HGNC,7979,,,Activation,1,5252083037759048,1.0,{'reach': 1},
49,54,ABCD1,SLC12A2,HGNC,61,HGNC,10911,,,IncreaseAmount,1,696322353014497,1.0,{'reach': 1},
50,55,ABCD1,SLC12A2,HGNC,61,HGNC,10911,,,Activation,1,-13344884870826256,1.0,{'reach': 1},
51,56,ABCE1,RNASEL,HGNC,69,HGNC,10050,,,Inhibition,1,-27307237975252497,1.0,{'reach': 1},
52,57,ABCG1,APOA1,HGNC,73,HGNC,600,,,Activation,1,20904984786718481,1.0,{'reach': 1},
53,58,ABCG1,APP,HGNC,73,HGNC,620,,,Inhibition,1,-33377533630108103,1.0,{'reach': 1},
54,59,ABCG1,APP,HGNC,73,HGNC,620,,,Activation,1,4904391197083269,1.0,{'reach': 1},
55,60,ABCG2,ABCB1,HGNC,74,HGNC,40,,,Inhibition,1,24177431829868423,1.0,{'reach': 1},
56,61,ABCG2,ABCB1,HGNC,74,HGNC,40,,,Activation,1,21754561756616421,1.0,{'reach': 1},
57,63,ABCG2,DNAJC5,HGNC,74,HGNC,16235,,,Activation,1,29388879314644646,1.0,{'reach': 1},
58,64,ABCG2,MTX1,HGNC,74,HGNC,7504,,,Activation,1,-27100854519543983,1.0,{'reach': 1},
59,65,ABCG2,MTX1,HGNC,74,HGNC,7504,,,Inhibition,1,-19698519633525876,1.0,{'reach': 1},
60,66,ABCG4,APP,HGNC,13884,HGNC,620,,,Inhibition,1,-27840634192491033,1.0,{'reach': 1},
61,67,ABHD5,PNPLA2,HGNC,21396,HGNC,30802,,,Activation,1,29364171529330847,1.0,{'sparser': 1},
62,68,ABI1,ABL1,HGNC,11320,HGNC,76,,,Inhibition,0,12501207836435511,1.0,{},
63,69,ABI1,EPS8,HGNC,11320,HGNC,3420,,,Activation,1,-15765145650877468,1.0,{'reach': 1},
64,71,ABL1,ABI1,HGNC,76,HGNC,11320,,,Inhibition,1,18699119112322168,1.0,{'reach': 1},
65,76,ABL1,BCR,HGNC,76,HGNC,1014,,,Activation,1,34738962082202792,1.0,{'reach': 1},
66,81,ABL1,CAT,HGNC,76,HGNC,1516,,,Activation,0,24464456035896357,1.0,{},
67,86,ABL1,CDK5,HGNC,76,HGNC,1774,,,Activation,1,7834312169272508,1.0,{'sparser': 1},
68,88,ABL1,CDKN1A,HGNC,76,HGNC,1784,,,IncreaseAmount,1,4150958998942637,1.0,{'trrust': 1},
69,90,ABL1,CRK,HGNC,76,HGNC,2362,,,DecreaseAmount,0,-8355579842489968,1.0,{},
70,95,ABL1,CSF1,HGNC,76,HGNC,2432,,,IncreaseAmount,1,-22351424421744907,1.0,{'trrust': 1},
71,100,ABL1,EGFR,HGNC,76,HGNC,3236,,,Activation,1,18667209857086755,1.0,{'reach': 1},
72,102,ABL1,FAM126A,HGNC,76,HGNC,24587,,,Activation,1,5271377663153672,1.0,{'reach': 1},
73,104,ABL1,HDAC2,HGNC,76,HGNC,4853,,,IncreaseAmount,1,34166832112996827,1.0,{'reach': 1},
74,105,ABL1,INS,HGNC,76,HGNC,6081,,,Inhibition,1,34439161643991202,1.0,{'reach': 1},
75,120,ABL1,MRTFA,HGNC,76,HGNC,14334,,,Activation,1,-26524886121946735,1.0,{'sparser': 1},
76,122,ABL1,MYC,HGNC,76,HGNC,7553,,,IncreaseAmount,1,-11123148418597107,1.0,{'reach': 1},
77,126,ABL1,NOTCH1,HGNC,76,HGNC,7881,,,IncreaseAmount,1,-14763178712349219,1.0,{'reach': 1},
78,131,ABL1,PRKCD,HGNC,76,HGNC,9399,,,Activation,0,7452366773408768,1.0,{},
79,138,ABL1,PRKN,HGNC,76,HGNC,8607,,,Inhibition,1,35846097313136689,1.0,{'sparser': 1},
80,144,ABL1,RAD51,HGNC,76,HGNC,9817,,,Activation,1,-12463031662997941,1.0,{'reach': 1},
81,150,ABL1,RHOA,HGNC,76,HGNC,667,,,Inhibition,1,-26178592456584112,1.0,{'reach': 1},
82,155,ABL1,SRC,HGNC,76,HGNC,11283,,,Activation,1,13528298969005506,1.0,{'reach': 1},
83,156,ABL1,STAT3,HGNC,76,HGNC,11364,,,Activation,1,24921991238727693,1.0,{'reach': 1},
84,160,ABL1,STK4,HGNC,76,HGNC,11408,,,Activation,0,18952390994399782,1.0,{},
85,164,ABL1,TP53,HGNC,76,HGNC,11998,,,Inhibition,0,-32486700652836159,1.0,{},
86,165,ABL1,TP53,HGNC,76,HGNC,11998,,,Activation,1,12636029913092242,1.0,{'reach': 1},
87,167,ABL1,TP73,HGNC,76,HGNC,12003,,,Activation,1,35149749325834653,1.0,{'sparser': 1},
88,171,ABL1,WASF2,HGNC,76,HGNC,12733,,,Activation,1,-27530747610349330,1.0,{'reach': 1},
89,174,ABL1,WASL,HGNC,76,HGNC,12735,,,Activation,0,26119102538185739,1.0,{},
90,181,ABO,ANXA7,HGNC,79,HGNC,545,,,Activation,1,18025741576212467,1.0,{'reach': 1},
91,182,ABR,CDC42,HGNC,81,HGNC,1736,,,Inhibition,1,1486075528770566,1.0,{'reach': 1},
92,183,ABR,RHOA,HGNC,81,HGNC,667,,,Activation,1,-20452117963962751,1.0,{'reach': 1},
93,184,ABRA,RHOA,HGNC,30655,HGNC,667,,,Activation,1,-6857179384142865,1.0,{'reach': 1},
94,185,ABRA,SRF,HGNC,30655,HGNC,11291,,,Activation,1,29649662010608670,1.0,{'reach': 1},
95,186,ABRAXAS2,BRCC3,HGNC,28975,HGNC,24185,,,Activation,0,-30126975811931311,1.0,{},
96,187,ABRAXAS2,TP53,HGNC,28975,HGNC,11998,,,Activation,0,-7730573742329419,1.0,{},
97,188,ABRAXAS2,TP53,HGNC,28975,HGNC,11998,,,Inhibition,1,14810491570000225,1.0,{'reach': 1},
98,189,ACACA,FAS,HGNC,84,HGNC,11920,,,Activation,1,-10315045418189827,1.0,{'reach': 1},
99,190,ACACA,INS,HGNC,84,HGNC,6081,,,Activation,1,17236773518285158,1.0,{'reach': 1},
100,191,ACAP2,ARF6,HGNC,16469,HGNC,659,,,Inhibition,0,-11380790857928017,1.0,{},
101,192,ACAT1,ADIPOQ,HGNC,93,HGNC,13633,,,Activation,1,-27163833458005176,1.0,{'reach': 1},
102,193,ACBD3,SREBF1,HGNC,15453,HGNC,11289,,,Inhibition,1,-15846885399197678,1.0,{'reach': 1},
103,198,ACE,ACOD1,HGNC,2707,HGNC,33904,,,Activation,1,14132971166786021,1.0,{'reach': 1},
104,199,ACE,AGT,HGNC,2707,HGNC,333,,,Inhibition,1,32091580680234873,1.0,{'reach': 1},
105,200,ACE,AGT,HGNC,2707,HGNC,333,,,Activation,1,-21677581136324403,1.0,{'sparser': 1},
106,201,ACE,AGT,HGNC,2707,HGNC,333,,,DecreaseAmount,1,32137882835223393,1.0,{'reach': 1},
107,202,ACE,APP,HGNC,2707,HGNC,620,,,Inhibition,1,-33959966497275415,1.0,{'reach': 1},
108,203,ACE,APP,HGNC,2707,HGNC,620,,,Activation,1,-14383157556161853,1.0,{'sparser': 1},
109,204,ACE,CAT,HGNC,2707,HGNC,1516,,,Inhibition,1,-714650149449573,1.0,{'reach': 1},
110,206,ACE,DCP2,HGNC,2707,HGNC,24452,,,Activation,1,-30885998239813196,1.0,{'reach': 1},
111,207,ACE,EDN1,HGNC,2707,HGNC,3176,,,Activation,1,1312885435194634,1.0,{'reach': 1},
112,208,ACE,IDO1,HGNC,2707,HGNC,6059,,,Inhibition,1,-17602063080730415,1.0,{'reach': 1},
113,209,ACE,IL6,HGNC,2707,HGNC,6018,,,Inhibition,1,25630237384009876,1.0,{'reach': 1},
114,210,ACE,IL6,HGNC,2707,HGNC,6018,,,Activation,1,22627205996634063,1.0,{'reach': 1},
115,211,ACE,INS,HGNC,2707,HGNC,6081,,,Activation,1,-10933610879291123,1.0,{'reach': 1},
116,212,ACE,INS,HGNC,2707,HGNC,6081,,,Inhibition,1,5312393649284837,1.0,{'reach': 1},
117,213,ACE,KNG1,HGNC,2707,HGNC,6383,,,IncreaseAmount,1,-3785531977401959,1.0,{'reach': 1},
118,214,ACE,KNG1,HGNC,2707,HGNC,6383,,,DecreaseAmount,1,-18724785196047080,1.0,{'reach': 1},
119,215,ACE,KNG1,HGNC,2707,HGNC,6383,,,Activation,1,4039891536164819,1.0,{'reach': 1},
120,216,ACE,KNG1,HGNC,2707,HGNC,6383,,,Inhibition,1,-35834240214990816,1.0,{'sparser': 1},
121,217,ACE,MME,HGNC,2707,HGNC,7154,,,Inhibition,1,-15424557305781244,1.0,{'reach': 1},
122,218,ACE,MMP2,HGNC,2707,HGNC,7166,,,Activation,1,-13938460543058002,1.0,{'reach': 1},
123,219,ACE,NPPA,HGNC,2707,HGNC,7939,,,Activation,1,-23248866295378207,1.0,{'reach': 1},
124,220,ACE,PLAT,HGNC,2707,HGNC,9051,,,Inhibition,1,2176567898518128,1.0,{'reach': 1},
125,221,ACE,PRKCE,HGNC,2707,HGNC,9401,,,Activation,1,-10398601656244686,1.0,{'reach': 1},
126,222,ACE,REN,HGNC,2707,HGNC,9958,,,DecreaseAmount,1,-30420178191086637,1.0,{'reach': 1},
127,223,ACE,REN,HGNC,2707,HGNC,9958,,,Inhibition,1,21854279021612107,1.0,{'reach': 1},
128,224,ACE,REN,HGNC,2707,HGNC,9958,,,Activation,1,-16168713483072718,1.0,{'eidos': 1},
129,225,ACE,REN,HGNC,2707,HGNC,9958,,,IncreaseAmount,1,11637515158517980,1.0,{'reach': 1},
130,226,ACE,SERPINE1,HGNC,2707,HGNC,8583,,,Activation,1,-9974295291963324,1.0,{'eidos': 1},
131,227,ACE,SERPINE1,HGNC,2707,HGNC,8583,,,IncreaseAmount,1,-33988095197542549,1.0,{'reach': 1},
132,228,ACE,SLC33A1,HGNC,2707,HGNC,95,,,Activation,1,-9139038604959528,1.0,{'reach': 1},
133,229,ACE,TAC1,HGNC,2707,HGNC,11517,,,Activation,1,32487453547860,1.0,{'reach': 1},
134,230,ACE,TAC1,HGNC,2707,HGNC,11517,,,Inhibition,1,30822754208352023,1.0,{'sparser': 1},
135,231,ACE,TNF,HGNC,2707,HGNC,11892,,,DecreaseAmount,1,12960698604336826,1.0,{'reach': 1},
136,232,ACE,TNF,HGNC,2707,HGNC,11892,,,Activation,1,-35985416422054180,1.0,{'sparser': 1},
137,233,ACE,TNF,HGNC,2707,HGNC,11892,,,Inhibition,1,-24950489368853088,1.0,{'eidos': 1},
138,237,ACE2,AGT,HGNC,13557,HGNC,333,,,IncreaseAmount,1,-3600281945487123,1.0,{'reach': 1},
139,238,ACE2,AGT,HGNC,13557,HGNC,333,,,DecreaseAmount,1,-15689961027435059,1.0,{'reach': 1},
140,239,ACE2,AGT,HGNC,13557,HGNC,333,,,Inhibition,1,8098819049841743,1.0,{'eidos': 1},
141,240,ACE2,AGT,HGNC,13557,HGNC,333,,,Activation,1,-23544121750171620,1.0,{'reach': 1},
142,241,ACE2,ANG,HGNC,13557,HGNC,483,,,Activation,1,-11062815736591019,1.0,{'reach': 1},
143,242,ACE2,APLN,HGNC,13557,HGNC,16665,,,Activation,1,-7741303453909376,1.0,{'reach': 1},
144,243,ACE2,APLN,HGNC,13557,HGNC,16665,,,Inhibition,1,-28755413292845508,1.0,{'sparser': 1},
145,244,ACE2,CCNB1,HGNC,13557,HGNC,1579,,,Inhibition,1,18909972782431707,1.0,{'reach': 1},
146,248,ACE2,KNG1,HGNC,13557,HGNC,6383,,,Inhibition,1,14978051269550040,1.0,{'reach': 1},
147,249,ACE2,KNG1,HGNC,13557,HGNC,6383,,,Activation,1,-14725033919737560,1.0,{'reach': 1},
148,250,ACE2,MAS1,HGNC,13557,HGNC,6899,,,Inhibition,1,-13344743798088965,1.0,{'reach': 1},
149,251,ACE2,MAS1,HGNC,13557,HGNC,6899,,,Activation,1,13240348307179256,1.0,{'reach': 1},
150,252,ACE2,REN,HGNC,13557,HGNC,9958,,,Inhibition,1,1094909025005520,1.0,{'reach': 1},
151,253,ACE2,SLC33A1,HGNC,13557,HGNC,95,,,Activation,1,32046468031113936,1.0,{'reach': 1},
152,254,ACE2,TM7SF2,HGNC,13557,HGNC,11863,,,Activation,1,-25191079033189155,1.0,{'reach': 1},
153,259,ACE2,VEGFA,HGNC,13557,HGNC,12680,,,Inhibition,1,14688534539130140,1.0,{'reach': 1},
154,260,ACHE,APP,HGNC,108,HGNC,620,,,Inhibition,1,19612660872830547,1.0,{'reach': 1},
155,261,ACHE,APP,HGNC,108,HGNC,620,,,Activation,1,34654032397200751,1.0,{'reach': 1},
156,262,ACHE,BCHE,HGNC,108,HGNC,983,,,Inhibition,1,-31166833184105929,1.0,{'sparser': 1},
157,263,ACHE,CSF2,HGNC,108,HGNC,2434,,,Inhibition,1,6181873916929266,1.0,{'sparser': 1},
158,264,ACHE,PRNP,HGNC,108,HGNC,9449,,,Activation,0,11083414853124383,1.0,{},
159,265,ACKR2,CD79A,HGNC,1565,HGNC,1698,,,Activation,1,-16350309599208158,1.0,{'reach': 1},
160,273,ACKR3,EGFR,HGNC,23692,HGNC,3236,,,Activation,1,801685173427028,1.0,{'reach': 1},
161,274,ACKR3,MAPK3,HGNC,23692,HGNC,6877,,,Activation,0,-22877678508568138,1.0,{},
162,275,ACKR3,NFE2L2,HGNC,23692,HGNC,7782,,,Activation,1,16126766702725322,1.0,{'reach': 1},
163,276,ACKR3,RB1,HGNC,23692,HGNC,9884,,,Inhibition,1,1382419827495108,1.0,{'reach': 1},
164,277,ACKR3,STAT3,HGNC,23692,HGNC,11364,,,Activation,1,24165281697017308,1.0,{'reach': 1},
165,278,ACLY,CLEC4D,HGNC,115,HGNC,14554,,,Activation,1,26552288972897016,1.0,{'reach': 1},
166,279,ACO1,EPAS1,HGNC,117,HGNC,3374,,,Inhibition,1,-23602477602560468,1.0,{'eidos': 1},
167,280,ACO1,TFRC,HGNC,117,HGNC,11763,,,Activation,1,30174175912097844,1.0,{'eidos': 1},
168,281,ACO1,TFRC,HGNC,117,HGNC,11763,,,IncreaseAmount,1,30588816934201216,1.0,{'reach': 1},
169,282,ACOD1,NOD2,HGNC,33904,HGNC,5331,,,Inhibition,1,-24496542318923497,1.0,{'reach': 1},
170,283,ACOD1,ORAI1,HGNC,33904,HGNC,25896,,,Activation,1,19586519669224686,1.0,{'reach': 1},
171,284,ACOD1,SCD,HGNC,33904,HGNC,10571,,,Activation,1,-990927303969430,1.0,{'reach': 1},
172,285,ACP1,EPHA2,HGNC,122,HGNC,3386,,,Inhibition,1,20016255193529500,1.0,{'signor': 1},
173,286,ACP1,PTK2,HGNC,122,HGNC,9611,,,Inhibition,0,-32995815749579887,1.0,{},
174,287,ACR,CASP3,HGNC,126,HGNC,1504,,,Activation,1,12713702074619274,1.0,{'reach': 1},
175,288,ACR,F2RL1,HGNC,126,HGNC,3538,,,Activation,1,7082243495088957,1.0,{'reach': 1},
176,289,ACR,GAPDH,HGNC,126,HGNC,4141,,,Inhibition,1,-14978987170431435,1.0,{'sparser': 1},
177,290,ACR,MYCN,HGNC,126,HGNC,7559,,,DecreaseAmount,1,14994320655877479,1.0,{'reach': 1},
178,291,ACSL1,FAS,HGNC,3569,HGNC,11920,,,Activation,1,-23183141490029983,1.0,{'reach': 1},
179,292,ACSL4,ADA,HGNC,3571,HGNC,186,,,Activation,1,26207835052907956,1.0,{'eidos': 1},
180,293,ACSM3,CEBPZ,HGNC,10522,HGNC,24218,,,Activation,1,-27940575158476023,1.0,{'reach': 1},
181,294,ACSM3,CSF2,HGNC,10522,HGNC,2434,,,Activation,1,-12770314618017373,1.0,{'reach': 1},
182,295,ACSM3,DNMT1,HGNC,10522,HGNC,2976,,,Inhibition,1,-20181779037446041,1.0,{'reach': 1},
183,296,ACSM3,ECI1,HGNC,10522,HGNC,2703,,,Activation,1,11889405667282288,1.0,{'reach': 1},
184,297,ACSM3,EZH2,HGNC,10522,HGNC,3527,,,Inhibition,1,6767684336169049,1.0,{'reach': 1},
185,298,ACSM3,NOS2,HGNC,10522,HGNC,7873,,,Activation,1,11500326844424731,1.0,{'reach': 1},
186,299,ACSM3,NOS3,HGNC,10522,HGNC,7876,,,Activation,1,-17620036598277225,1.0,{'reach': 1},
187,300,ACSM3,TBL1X,HGNC,10522,HGNC,11585,,,Activation,1,29028853282097121,1.0,{'reach': 1},
188,301,ACSM3,TLR4,HGNC,10522,HGNC,11850,,,Activation,1,-8501295211980696,1.0,{'reach': 1},
189,302,ACSM3,TLR4,HGNC,10522,HGNC,11850,,,IncreaseAmount,1,-24060887336771966,1.0,{'reach': 1},
190,303,ACSM3,TNF,HGNC,10522,HGNC,11892,,,Activation,1,3527475831438436,1.0,{'reach': 1},
191,304,ACSM3,TNF,HGNC,10522,HGNC,11892,,,IncreaseAmount,1,-1069779243834834,1.0,{'sparser': 1},
192,305,ACSS3,PLIN3,HGNC,24723,HGNC,16893,,,Inhibition,1,21381148610730168,1.0,{'eidos': 1},
193,306,ACTB,GLB1,HGNC,132,HGNC,4298,,,Activation,1,20555798053746075,1.0,{'reach': 1},
194,307,ACTL6A,CDKN1A,HGNC,24124,HGNC,1784,,,DecreaseAmount,1,2302624463943884,1.0,{'reach': 1},
195,308,ACTL6A,CDKN1A,HGNC,24124,HGNC,1784,,,Inhibition,1,-26253619432222885,1.0,{'reach': 1},
196,309,ACTL6A,MYC,HGNC,24124,HGNC,7553,,,Activation,1,-21996485357630139,1.0,{'reach': 1},
197,310,ACTL6A,NOTCH1,HGNC,24124,HGNC,7881,,,Activation,1,4830830654058758,1.0,{'eidos': 1},
198,311,ACTN4,CTNNB1,HGNC,166,HGNC,2514,,,Activation,1,-29385342877672560,1.0,{'reach': 1},
199,312,ACVR1,BMP7,HGNC,171,HGNC,1074,,,Activation,1,35003287256905811,1.0,{'reach': 1},
200,313,ACVR1,CEP43,HGNC,171,HGNC,17012,,,Activation,1,33794739003476540,1.0,{'reach': 1},
201,314,ACVR1,CEP43,HGNC,171,HGNC,17012,,,Activation,1,34169798997326731,1.0,{'reach': 1},
202,315,ACVR1,CEP43,HGNC,171,HGNC,17012,,,Activation,1,9640598448183465,1.0,{'reach': 1},
203,316,ACVR1,HMOX1,HGNC,171,HGNC,5013,,,Activation,1,10251573280720921,1.0,{'reach': 1},
204,317,ACVR1,HMOX1,HGNC,171,HGNC,5013,,,Activation,1,-18767372057023701,1.0,{'reach': 1},
205,318,ACVR1,SMAD1,HGNC,171,HGNC,6767,,,Activation,1,24874586909737982,1.0,{'sparser': 1},
206,320,ACVR1,SMAD5,HGNC,171,HGNC,6771,,,Activation,1,-835784478635204,1.0,{'sparser': 1},
207,322,ACVR1B,NODAL,HGNC,172,HGNC,7865,,,Activation,1,23517321976190098,1.0,{'reach': 1},
208,324,ACVR1B,SMAD2,HGNC,172,HGNC,6768,,,Activation,1,-30172423783484689,1.0,{'reach': 1},
209,325,ACVR1B,SMAD3,HGNC,172,HGNC,6769,,,Activation,1,22106222099088770,1.0,{'signor': 1},
210,327,ACVR1B,TDGF1,HGNC,172,HGNC,11701,,,Inhibition,1,21689857289414933,1.0,{'reach': 1},
211,330,ACVR2A,SMAD1,HGNC,173,HGNC,6767,,,Activation,0,-27265920868094499,1.0,{},
212,332,ACVRL1,ENG,HGNC,175,HGNC,3349,,,Activation,1,6876923408536826,1.0,{'reach': 1},
213,333,ACVRL1,GDF2,HGNC,175,HGNC,4217,,,Inhibition,0,-26344819864515934,1.0,{},
214,334,ACVRL1,GDF2,HGNC,175,HGNC,4217,,,Activation,1,20050545067829235,1.0,{'reach': 1},
215,335,ACVRL1,SMAD1,HGNC,175,HGNC,6767,,,Activation,1,19464952491502780,1.0,{'reach': 1},
216,337,ACVRL1,SMAD5,HGNC,175,HGNC,6771,,,Activation,1,-29389551792851105,1.0,{'reach': 1},
217,339,ACVRL1,TGFBR1,HGNC,175,HGNC,11772,,,Inhibition,1,-9955149701554605,1.0,{'reach': 1},
218,340,ACYP2,STAT3,HGNC,180,HGNC,11364,,,Activation,1,-13940908949290603,1.0,{'sparser': 1},
219,341,ADA,INS,HGNC,186,HGNC,6081,,,Activation,1,22581559630479400,1.0,{'reach': 1},
220,342,ADA,TNF,HGNC,186,HGNC,11892,,,Inhibition,1,-28108724640324630,1.0,{'reach': 1},
221,343,ADA2,KAT2A,HGNC,1839,HGNC,4201,,,Activation,1,-23408380207979105,1.0,{'reach': 1},
222,344,ADAM10,ADAM17,HGNC,188,HGNC,195,,,Activation,1,9156537454219020,1.0,{'reach': 1},
223,345,ADAM10,APP,HGNC,188,HGNC,620,,,DecreaseAmount,0,-2272288015853560,1.0,{},
224,346,ADAM10,APP,HGNC,188,HGNC,620,,,IncreaseAmount,1,6115179610760872,1.0,{'reach': 1},
225,347,ADAM10,APP,HGNC,188,HGNC,620,,,Inhibition,1,-28512115367998645,1.0,{'eidos': 1},
226,348,ADAM10,APP,HGNC,188,HGNC,620,,,Activation,1,9174194389027310,1.0,{'reach': 1},
227,349,ADAM10,BTC,HGNC,188,HGNC,1121,,,Activation,1,-31345968963859801,1.0,{'sparser': 1},
228,350,ADAM10,CD44,HGNC,188,HGNC,1681,,,Activation,1,30091796235798019,1.0,{'reach': 1},
229,351,ADAM10,CDH1,HGNC,188,HGNC,1748,,,Inhibition,1,3361970139369248,1.0,{'reach': 1},
230,352,ADAM10,CDH1,HGNC,188,HGNC,1748,,,Activation,1,-23847406939202714,1.0,{'reach': 1},
231,353,ADAM10,CDH2,HGNC,188,HGNC,1759,,,Activation,1,27464740534539681,1.0,{'reach': 1},
232,354,ADAM10,CDH5,HGNC,188,HGNC,1764,,,Activation,1,16637121513556462,1.0,{'reach': 1},
233,355,ADAM10,CX3CL1,HGNC,188,HGNC,10647,,,Activation,1,-32021270340510991,1.0,{'reach': 1},
234,356,ADAM10,EGF,HGNC,188,HGNC,3229,,,Activation,1,24022524621289106,1.0,{'sparser': 1},
235,357,ADAM10,EGFR,HGNC,188,HGNC,3236,,,Activation,1,22077079225651769,1.0,{'reach': 1},
