,Unnamed: 0,agA_name,agB_name,agA_ns,agA_id,agB_ns,agB_id,residue,position,stmt_type,evidence_count,stmt_hash,belief,source_counts,initial_sign
20510,30287,NEDD8,TP53,HGNC,7732,HGNC,11998,,,Inhibition,0,20866383653961378,1.0,{},
20511,30288,NEDD8,UBA3,HGNC,7732,HGNC,12470,,,Activation,1,14543172715238982,1.0,{'reach': 1},
20512,30289,NEDD9,AURKA,HGNC,7733,HGNC,11393,,,Activation,1,-12981433534366768,1.0,{'sparser': 1},
20513,30290,NEDD9,NEK2,HGNC,7733,HGNC,7745,,,Inhibition,1,-12116125417883011,1.0,{'reach': 1},
20514,30291,NEDD9,PTK2,HGNC,7733,HGNC,9611,,,Activation,1,18999325995889271,1.0,{'reach': 1},
20515,30292,NEDD9,RAC1,HGNC,7733,HGNC,9801,,,Activation,1,8338842510822241,1.0,{'sparser': 1},
20516,30293,NEDD9,RHOA,HGNC,7733,HGNC,667,,,Activation,1,2092848004746262,1.0,{'reach': 1},
20517,30294,NEDD9,SRC,HGNC,7733,HGNC,11283,,,Activation,1,-3692778557806087,1.0,{'eidos': 1},
20518,30295,NEFH,CTNNB1,HGNC,7737,HGNC,2514,,,Inhibition,0,23289698925605935,1.0,{},
20519,30296,NEFL,CSF2,HGNC,7739,HGNC,2434,,,Activation,1,24862807660409965,1.0,{'reach': 1},
20520,30297,NEIL1,OGG1,HGNC,18448,HGNC,8125,,,Activation,1,-9807176106047111,1.0,{'reach': 1},
20521,30298,NEIL1,PARP1,HGNC,18448,HGNC,270,,,Activation,1,9449078791586802,1.0,{'reach': 1},
20522,30299,NEIL1,TDG,HGNC,18448,HGNC,11700,,,Activation,1,15898757648525710,1.0,{'reach': 1},
20523,30300,NEK1,CHEK1,HGNC,7744,HGNC,1925,,,Activation,1,-10717572051209639,1.0,{'reach': 1},
20524,30304,NEK2,AURKA,HGNC,7745,HGNC,11393,,,Activation,1,13304880516640,1.0,{'reach': 1},
20525,30311,NEK2,CTNNB1,HGNC,7745,HGNC,2514,,,Activation,0,-2213698149826810,1.0,{},
20526,30315,NEK2,MAD2L1,HGNC,7745,HGNC,6763,,,Activation,1,21989013280745321,1.0,{'reach': 1},
20527,30328,NEK7,NLRP3,HGNC,13386,HGNC,16400,,,Inhibition,1,-25725690956850508,1.0,{'reach': 1},
20528,30329,NEK7,NLRP3,HGNC,13386,HGNC,16400,,,Activation,1,20834553843079026,1.0,{'sparser': 1},
20529,30332,NEK9,NEK6,HGNC,18591,HGNC,7749,,,Activation,0,-34531017002876185,1.0,{},
20530,30336,NEK9,NEK7,HGNC,18591,HGNC,13386,,,Activation,1,2885127724390382,1.0,{'reach': 1},
20531,30337,NELL1,CTNNB1,HGNC,7750,HGNC,2514,,,Activation,0,34695180489719396,1.0,{},
20532,30338,NELL1,RUNX2,HGNC,7750,HGNC,10472,,,Activation,1,34396449981655613,1.0,{'eidos': 1},
20533,30340,NELL2,BANF1,HGNC,7751,HGNC,17397,,,Activation,1,-7414636835216953,1.0,{'reach': 1},
20534,30341,NES,CDK5,HGNC,7756,HGNC,1774,,,Activation,0,-30930616881260729,1.0,{},
20535,30342,NES,CTNNB1,HGNC,7756,HGNC,2514,,,Activation,1,10032744464391339,1.0,{'reach': 1},
20536,30343,NET1,RHOA,HGNC,14592,HGNC,667,,,Activation,1,-30368316120722837,1.0,{'reach': 1},
20537,30344,NEU1,INSR,HGNC,7758,HGNC,6091,,,Activation,1,22371275554495505,1.0,{'reach': 1},
20538,30345,NEU1,TLR4,HGNC,7758,HGNC,11850,,,Activation,0,-16967207590013466,1.0,{},
20539,30346,NEU3,EGFR,HGNC,7760,HGNC,3236,,,Activation,1,8413570989311377,1.0,{'reach': 1},
20540,30348,NEUROD1,ATOH1,HGNC,7762,HGNC,797,,,DecreaseAmount,1,22493509510494425,1.0,{'reach': 1},
20541,30349,NEUROD1,ATOH1,HGNC,7762,HGNC,797,,,Inhibition,1,21563803533982933,1.0,{'reach': 1},
20542,30350,NEUROD1,INS,HGNC,7762,HGNC,6081,,,IncreaseAmount,1,-35367266482945782,1.0,{'reach': 1},
20543,30351,NEUROD1,INS,HGNC,7762,HGNC,6081,,,Activation,1,19624263244086660,1.0,{'sparser': 1},
20544,30352,NEUROD1,PAX6,HGNC,7762,HGNC,8620,,,Activation,0,34072321926068734,1.0,{},
20545,30353,NEUROG1,ATOH1,HGNC,7764,HGNC,797,,,Inhibition,1,17473631259773003,1.0,{'reach': 1},
20546,30354,NEUROG1,ATOH1,HGNC,7764,HGNC,797,,,DecreaseAmount,1,14725533405120825,1.0,{'reach': 1},
20547,30357,NEUROG3,GCG,HGNC,13806,HGNC,4191,,,Activation,1,32169527713983016,1.0,{'reach': 1},
20548,30358,NEUROG3,INS,HGNC,13806,HGNC,6081,,,Activation,1,6239904803118839,1.0,{'reach': 1},
20549,30359,NEUROG3,INS,HGNC,13806,HGNC,6081,,,IncreaseAmount,1,14666315623503137,1.0,{'reach': 1},
20550,30360,NEUROG3,INSM1,HGNC,13806,HGNC,6090,,,Activation,1,-5276842688495504,1.0,{'reach': 1},
20551,30363,NEUROG3,NKX2-2,HGNC,13806,HGNC,7835,,,Activation,0,33553488153892166,1.0,{},
20552,30364,NEUROG3,PAX4,HGNC,13806,HGNC,8618,,,Activation,0,28409652875897916,1.0,{},
20553,30365,NEUROG3,SST,HGNC,13806,HGNC,11329,,,Activation,0,23946071849430121,1.0,{},
20554,30366,NF1,CDKN1A,HGNC,7765,HGNC,1784,,,Inhibition,1,4135457315921100,1.0,{'reach': 1},
20555,30367,NF1,HRAS,HGNC,7765,HGNC,5173,,,Inhibition,1,-3857458984106228,1.0,{'sparser': 1},
20556,30368,NF1,KRAS,HGNC,7765,HGNC,6407,,,Inhibition,1,-27399801865889462,1.0,{'reach': 1},
20557,30369,NF1,KTN1,HGNC,7765,HGNC,6467,,,DecreaseAmount,1,-7901473216171022,1.0,{'biopax': 1},
20558,30370,NF1,MTOR,HGNC,7765,HGNC,3942,,,Activation,1,4474380553623634,1.0,{'reach': 1},
20559,30371,NF1,MTOR,HGNC,7765,HGNC,3942,,,Inhibition,1,-5574779641262448,1.0,{'reach': 1},
20560,30372,NF1,TP53,HGNC,7765,HGNC,11998,,,Activation,1,-25170792699550817,1.0,{'reach': 1},
20561,30373,NF2,BRAF,HGNC,7773,HGNC,1097,,,Inhibition,0,-9750173332722337,1.0,{},
20562,30374,NF2,CD44,HGNC,7773,HGNC,1681,,,Inhibition,1,10651616302454400,1.0,{'reach': 1},
20563,30375,NF2,CDC42,HGNC,7773,HGNC,1736,,,Inhibition,1,10480126874362011,1.0,{'reach': 1},
20564,30376,NF2,CTNNB1,HGNC,7773,HGNC,2514,,,Inhibition,1,27911770324906069,1.0,{'reach': 1},
20565,30377,NF2,CTNNB1,HGNC,7773,HGNC,2514,,,Activation,1,17716620846781522,1.0,{'reach': 1},
20566,30378,NF2,DCAF1,HGNC,7773,HGNC,30911,,,Inhibition,1,-31408803547990277,1.0,{'sparser': 1},
20567,30379,NF2,EGFR,HGNC,7773,HGNC,3236,,,Activation,1,6425921148546962,1.0,{'reach': 1},
20568,30380,NF2,EGFR,HGNC,7773,HGNC,3236,,,Inhibition,1,-35949257454919426,1.0,{'reach': 1},
20569,30381,NF2,ERBB2,HGNC,7773,HGNC,3430,,,Inhibition,1,-3854553789354144,1.0,{'reach': 1},
20570,30382,NF2,F2R,HGNC,7773,HGNC,3537,,,Inhibition,1,-31000042201018449,1.0,{'reach': 1},
20571,30383,NF2,FOXM1,HGNC,7773,HGNC,3818,,,Inhibition,1,2761703598282623,1.0,{'reach': 1},
20572,30384,NF2,HCLS1,HGNC,7773,HGNC,4844,,,DecreaseAmount,1,-35048986778008656,1.0,{'reach': 1},
20573,30385,NF2,IL17RB,HGNC,7773,HGNC,18015,,,Inhibition,1,12192339138165711,1.0,{'sparser': 1},
20574,30386,NF2,LATS1,HGNC,7773,HGNC,6514,,,Activation,1,20894197935382142,1.0,{'reach': 1},
20575,30387,NF2,MAP3K11,HGNC,7773,HGNC,6850,,,Inhibition,0,27757352453386051,1.0,{},
20576,30388,NF2,MDM2,HGNC,7773,HGNC,6973,,,Inhibition,1,-33709065041668910,1.0,{'reach': 1},
20577,30389,NF2,MST1,HGNC,7773,HGNC,7380,,,Activation,1,-28535923680606743,1.0,{'reach': 1},
20578,30390,NF2,MTOR,HGNC,7773,HGNC,3942,,,Inhibition,1,-4714534232292511,1.0,{'reach': 1},
20579,30391,NF2,NPPA,HGNC,7773,HGNC,7939,,,Activation,1,-21435091420358933,1.0,{'reach': 1},
20580,30392,NF2,PAK1,HGNC,7773,HGNC,8590,,,Inhibition,1,11316594861942195,1.0,{'reach': 1},
20581,30393,NF2,PTK2,HGNC,7773,HGNC,9611,,,Inhibition,1,22270766068745636,1.0,{'reach': 1},
20582,30394,NF2,PTK2,HGNC,7773,HGNC,9611,,,Activation,1,17562180441642549,1.0,{'reach': 1},
20583,30395,NF2,RAC1,HGNC,7773,HGNC,9801,,,Activation,1,-12752715913333928,1.0,{'reach': 1},
20584,30396,NF2,RAC1,HGNC,7773,HGNC,9801,,,Inhibition,1,-6302779374813302,1.0,{'reach': 1},
20585,30397,NF2,SLC4A1,HGNC,7773,HGNC,11027,,,Inhibition,1,-21920359595994239,1.0,{'reach': 1},
20586,30398,NF2,STK4,HGNC,7773,HGNC,11408,,,Activation,1,-2994579493245106,1.0,{'reach': 1},
20587,30399,NF2,TAFAZZIN,HGNC,7773,HGNC,11577,,,Inhibition,1,451139948659193,1.0,{'reach': 1},
20588,30400,NF2,TP53,HGNC,7773,HGNC,11998,,,Activation,1,31139061004763912,1.0,{'reach': 1},
20589,30401,NF2,YAP1,HGNC,7773,HGNC,16262,,,Activation,1,-4801852650181853,1.0,{'reach': 1},
20590,30402,NF2,YAP1,HGNC,7773,HGNC,16262,,,Inhibition,1,-32760064191411973,1.0,{'reach': 1},
20591,30404,NFASC,IL6,HGNC,29866,HGNC,6018,,,Activation,1,21085159813838345,1.0,{'reach': 1},
20592,30405,NFASC,TNF,HGNC,29866,HGNC,11892,,,Activation,1,12210595217340062,1.0,{'reach': 1},
20593,30406,NFAT5,AKR1B1,HGNC,7774,HGNC,381,,,IncreaseAmount,1,-21485844122239881,1.0,{'reach': 1},
20594,30407,NFAT5,CTNNB1,HGNC,7774,HGNC,2514,,,Inhibition,0,2161964725374955,1.0,{},
20595,30408,NFAT5,DDIT4,HGNC,7774,HGNC,24944,,,IncreaseAmount,0,4869885226784208,1.0,{},
20596,30409,NFAT5,INS,HGNC,7774,HGNC,6081,,,Inhibition,1,-24063996720269559,1.0,{'reach': 1},
20597,30410,NFAT5,MTOR,HGNC,7774,HGNC,3942,,,Inhibition,0,9706293307971789,1.0,{},
20598,30411,NFAT5,S100A4,HGNC,7774,HGNC,10494,,,IncreaseAmount,1,14230700504110759,1.0,{'reach': 1},
20599,30412,NFAT5,S100A4,HGNC,7774,HGNC,10494,,,Activation,1,4354108602480845,1.0,{'reach': 1},
20600,30413,NFAT5,TNF,HGNC,7774,HGNC,11892,,,IncreaseAmount,0,-29353794636013849,1.0,{},
20601,30414,NFAT5,TNF,HGNC,7774,HGNC,11892,,,Activation,1,-15353034348017168,1.0,{'reach': 1},
20602,30415,NFAT5,VEGFC,HGNC,7774,HGNC,12682,,,Activation,0,7594749816361203,1.0,{},
20603,30416,NFATC1,AQP2,HGNC,7775,HGNC,634,,,Activation,1,-28218159168267627,1.0,{'reach': 1},
20604,30418,NFATC1,DDIAS,HGNC,7775,HGNC,26351,,,IncreaseAmount,1,-11969134449714926,1.0,{'reach': 1},
20605,30426,NFATC1,MYC,HGNC,7775,HGNC,7553,,,Activation,1,7947228394092683,1.0,{'sparser': 1},
20606,30427,NFATC1,MYC,HGNC,7775,HGNC,7553,,,IncreaseAmount,1,33535451387585817,1.0,{'reach': 1},
20607,30428,NFATC1,MYOD1,HGNC,7775,HGNC,7611,,,Inhibition,1,-23414857843660281,1.0,{'reach': 1},
20608,30429,NFATC1,OSCAR,HGNC,7775,HGNC,29960,,,Activation,1,7849383226443413,1.0,{'reach': 1},
20609,30433,NFATC1,TNFSF10,HGNC,7775,HGNC,11925,,,IncreaseAmount,0,-17978117437684457,1.0,{},
20610,30438,NFATC2,CD4,HGNC,7776,HGNC,1678,,,Activation,1,-5733458942870819,1.0,{'reach': 1},
20611,30439,NFATC2,CDK4,HGNC,7776,HGNC,1773,,,DecreaseAmount,0,7901142287753058,1.0,{},
20612,30440,NFATC2,CXCL8,HGNC,7776,HGNC,6025,,,Activation,1,4958190417924571,1.0,{'reach': 1},
20613,30441,NFATC2,CXCL8,HGNC,7776,HGNC,6025,,,IncreaseAmount,0,-20124535800504867,1.0,{},
20614,30454,NFATC2,TNF,HGNC,7776,HGNC,11892,,,IncreaseAmount,1,-17751113697004853,1.0,{'biopax': 1},
20615,30455,NFATC2,TNF,HGNC,7776,HGNC,11892,,,IncreaseAmount,1,17070843542535798,1.0,{'reach': 1},
20616,30456,NFATC2IP,IL4,HGNC,25906,HGNC,6014,,,Activation,1,-28007867813600189,1.0,{'reach': 1},
20617,30457,NFATC3,IFNG,HGNC,7777,HGNC,5438,,,IncreaseAmount,1,6042225195199241,1.0,{'reach': 1},
20618,30458,NFATC3,IL2,HGNC,7777,HGNC,6001,,,DecreaseAmount,1,-8480430793930875,1.0,{'biopax': 1},
20619,30459,NFATC3,IL2,HGNC,7777,HGNC,6001,,,IncreaseAmount,1,26905902737586879,1.0,{'reach': 1},
20620,30460,NFATC3,IL4,HGNC,7777,HGNC,6014,,,IncreaseAmount,1,-24992537275778838,1.0,{'reach': 1},
20621,30461,NFATC3,IRF7,HGNC,7777,HGNC,6122,,,Activation,0,2067365857355403,1.0,{},
20622,30462,NFATC3,TNF,HGNC,7777,HGNC,11892,,,IncreaseAmount,1,16545222859981561,1.0,{'reach': 1},
20623,30463,NFATC4,ESR1,HGNC,7778,HGNC,3467,,,Activation,1,28338135709831795,1.0,{'reach': 1},
20624,30464,NFE2L1,NFE2L2,HGNC,7781,HGNC,7782,,,Activation,1,-9098727539853996,1.0,{'reach': 1},
20625,30465,NFE2L1,PPARGC1A,HGNC,7781,HGNC,9237,,,Activation,1,-4471533626207059,1.0,{'reach': 1},
20626,30466,NFE2L1,TFAM,HGNC,7781,HGNC,11741,,,IncreaseAmount,1,17053868083093724,1.0,{'reach': 1},
20627,30467,NFE2L1,TFAM,HGNC,7781,HGNC,11741,,,Activation,1,-35351682117545824,1.0,{'reach': 1},
20628,30468,NFE2L2,ABCB1,HGNC,7782,HGNC,40,,,Activation,1,15595004063398136,1.0,{'reach': 1},
20629,30469,NFE2L2,ABCB11,HGNC,7782,HGNC,42,,,Activation,1,14594031142136865,1.0,{'reach': 1},
20630,30470,NFE2L2,ABCB11,HGNC,7782,HGNC,42,,,IncreaseAmount,1,-18121549600159732,1.0,{'reach': 1},
20631,30471,NFE2L2,ABCC2,HGNC,7782,HGNC,53,,,Activation,1,-22229314404224291,1.0,{'reach': 1},
20632,30472,NFE2L2,ABCC2,HGNC,7782,HGNC,53,,,IncreaseAmount,1,-5820981263257679,1.0,{'reach': 1},
20633,30473,NFE2L2,ABCC3,HGNC,7782,HGNC,54,,,IncreaseAmount,0,-22177604137333809,1.0,{},
20634,30474,NFE2L2,ABCC3,HGNC,7782,HGNC,54,,,Activation,0,17439073271032679,1.0,{},
20635,30475,NFE2L2,ABCC4,HGNC,7782,HGNC,55,,,IncreaseAmount,0,14670402029105238,1.0,{},
20636,30476,NFE2L2,ABCG2,HGNC,7782,HGNC,74,,,Activation,1,-28177721504388235,1.0,{'reach': 1},
20637,30477,NFE2L2,ABCG2,HGNC,7782,HGNC,74,,,IncreaseAmount,1,-2620077584055404,1.0,{'sparser': 1},
20638,30481,NFE2L2,AHR,HGNC,7782,HGNC,348,,,Activation,1,4441216771030664,1.0,{'reach': 1},
20639,30482,NFE2L2,AKR1B1,HGNC,7782,HGNC,381,,,Activation,1,-4404705422528152,1.0,{'reach': 1},
20640,30483,NFE2L2,APP,HGNC,7782,HGNC,620,,,Inhibition,1,-22146876708172857,1.0,{'reach': 1},
20641,30484,NFE2L2,APP,HGNC,7782,HGNC,620,,,Activation,1,-29907985149246649,1.0,{'eidos': 1},
20642,30485,NFE2L2,AR,HGNC,7782,HGNC,644,,,Inhibition,0,-12435959261243280,1.0,{},
20643,30488,NFE2L2,ATF4,HGNC,7782,HGNC,786,,,IncreaseAmount,1,-32848160662908689,1.0,{'reach': 1},
20644,30489,NFE2L2,ATF4,HGNC,7782,HGNC,786,,,Activation,1,2113615111326629,1.0,{'reach': 1},
20645,30490,NFE2L2,BACH1,HGNC,7782,HGNC,935,,,Activation,1,28208819992766780,1.0,{'reach': 1},
20646,30491,NFE2L2,BAX,HGNC,7782,HGNC,959,,,DecreaseAmount,1,-2335330733764076,1.0,{'reach': 1},
20647,30492,NFE2L2,BAX,HGNC,7782,HGNC,959,,,Inhibition,1,-13262805945685266,1.0,{'reach': 1},
20648,30500,NFE2L2,CALCOCO2,HGNC,7782,HGNC,29912,,,Activation,1,-28722773406669384,1.0,{'eidos': 1},
20649,30501,NFE2L2,CASP3,HGNC,7782,HGNC,1504,,,Inhibition,1,15983985220838302,1.0,{'reach': 1},
20650,30505,NFE2L2,CBR3,HGNC,7782,HGNC,1549,,,Activation,0,-9695507722254854,1.0,{},
20651,30506,NFE2L2,CD36,HGNC,7782,HGNC,1663,,,IncreaseAmount,1,14070301732272281,1.0,{'reach': 1},
20652,30507,NFE2L2,CD36,HGNC,7782,HGNC,1663,,,Activation,1,11839308467849066,1.0,{'sparser': 1},
20653,30513,NFE2L2,CRYZ,HGNC,7782,HGNC,2419,,,Inhibition,1,-32812874893383999,1.0,{'reach': 1},
20654,30514,NFE2L2,CXCL8,HGNC,7782,HGNC,6025,,,IncreaseAmount,1,-31455982491650887,1.0,{'reach': 1},
20655,30521,NFE2L2,FAM126A,HGNC,7782,HGNC,24587,,,Activation,1,25204824743864825,1.0,{'reach': 1},
20656,30524,NFE2L2,FTH1,HGNC,7782,HGNC,3976,,,IncreaseAmount,1,26406673463754807,1.0,{'reach': 1},
20657,30525,NFE2L2,FXN,HGNC,7782,HGNC,3951,,,Activation,1,-6637638616258942,1.0,{'reach': 1},
20658,30526,NFE2L2,G6PD,HGNC,7782,HGNC,4057,,,Activation,1,-12232916554845886,1.0,{'sparser': 1},
20659,30527,NFE2L2,GCA,HGNC,7782,HGNC,15990,,,Activation,1,18305773102414965,1.0,{'reach': 1},
20660,30528,NFE2L2,GCLC,HGNC,7782,HGNC,4311,,,Inhibition,1,4237842576841229,1.0,{'reach': 1},
20661,30529,NFE2L2,GCLC,HGNC,7782,HGNC,4311,,,DecreaseAmount,1,-8008062748858624,1.0,{'reach': 1},
20662,30530,NFE2L2,GCLC,HGNC,7782,HGNC,4311,,,Activation,1,20354211141560609,1.0,{'reach': 1},
20663,30531,NFE2L2,GCLC,HGNC,7782,HGNC,4311,,,IncreaseAmount,1,11190555221116032,1.0,{'reach': 1},
20664,30532,NFE2L2,GCLM,HGNC,7782,HGNC,4312,,,Inhibition,1,-26859989267471316,1.0,{'reach': 1},
20665,30533,NFE2L2,GCLM,HGNC,7782,HGNC,4312,,,Activation,1,-11504427277257863,1.0,{'eidos': 1},
20666,30534,NFE2L2,GCLM,HGNC,7782,HGNC,4312,,,IncreaseAmount,1,33158280481695844,1.0,{'sparser': 1},
20667,30535,NFE2L2,GLO1,HGNC,7782,HGNC,4323,,,Activation,1,-24874975509980842,1.0,{'reach': 1},
20668,30536,NFE2L2,GLO1,HGNC,7782,HGNC,4323,,,IncreaseAmount,1,15152623699083298,1.0,{'reach': 1},
20669,30537,NFE2L2,GPX4,HGNC,7782,HGNC,4556,,,IncreaseAmount,1,-31595019781925733,1.0,{'reach': 1},
20670,30538,NFE2L2,GPX4,HGNC,7782,HGNC,4556,,,Activation,1,-27989011570734695,1.0,{'reach': 1},
20671,30539,NFE2L2,GPX4,HGNC,7782,HGNC,4556,,,Inhibition,1,-10203644494362480,1.0,{'reach': 1},
20672,30540,NFE2L2,GSR,HGNC,7782,HGNC,4623,,,Activation,1,31027437110085186,1.0,{'reach': 1},
20673,30541,NFE2L2,GSTP1,HGNC,7782,HGNC,4638,,,Activation,1,27672532007128046,1.0,{'reach': 1},
20674,30546,NFE2L2,HMGB1,HGNC,7782,HGNC,4983,,,Activation,1,-35794407618801143,1.0,{'reach': 1},
20675,30552,NFE2L2,HSF1,HGNC,7782,HGNC,5224,,,Activation,1,24408193299409849,1.0,{'reach': 1},
20676,30553,NFE2L2,HYOU1,HGNC,7782,HGNC,16931,,,Activation,0,-34644503710534651,1.0,{},
20677,30554,NFE2L2,IL10,HGNC,7782,HGNC,5962,,,Activation,1,-23013543314667463,1.0,{'reach': 1},
20678,30555,NFE2L2,IL17D,HGNC,7782,HGNC,5984,,,Activation,1,9798546842727950,1.0,{'reach': 1},
20679,30566,NFE2L2,ITPR3,HGNC,7782,HGNC,6182,,,DecreaseAmount,0,27525461302217641,1.0,{},
20680,30567,NFE2L2,KCNMB1,HGNC,7782,HGNC,6285,,,IncreaseAmount,0,-13173297034772301,1.0,{},
20681,30573,NFE2L2,KLF9,HGNC,7782,HGNC,1123,,,Activation,1,27605736891351012,1.0,{'reach': 1},
20682,30576,NFE2L2,MAFG,HGNC,7782,HGNC,6781,,,Activation,1,15584988951488213,1.0,{'reach': 1},
20683,30577,NFE2L2,MARCO,HGNC,7782,HGNC,6895,,,Activation,1,-22880721312767348,1.0,{'sparser': 1},
20684,30580,NFE2L2,MEFV,HGNC,7782,HGNC,6998,,,Inhibition,1,22851972882894043,1.0,{'reach': 1},
20685,30582,NFE2L2,MMP9,HGNC,7782,HGNC,7176,,,IncreaseAmount,0,32655007093237631,1.0,{},
20686,30583,NFE2L2,MSH2,HGNC,7782,HGNC,7325,,,Inhibition,1,-35162964280562638,1.0,{'eidos': 1},
20687,30584,NFE2L2,MSH3,HGNC,7782,HGNC,7326,,,Activation,1,2060181155247474,1.0,{'reach': 1},
20688,30585,NFE2L2,MSH3,HGNC,7782,HGNC,7326,,,IncreaseAmount,1,17304744900994767,1.0,{'sparser': 1},
20689,30586,NFE2L2,MTOR,HGNC,7782,HGNC,3942,,,Inhibition,1,-24713066836997402,1.0,{'reach': 1},
20690,30587,NFE2L2,MTOR,HGNC,7782,HGNC,3942,,,Activation,1,32179857790111897,1.0,{'reach': 1},
20691,30591,NFE2L2,NFASC,HGNC,7782,HGNC,29866,,,Inhibition,1,-27803219192076104,1.0,{'reach': 1},
20692,30592,NFE2L2,NFE2L1,HGNC,7782,HGNC,7781,,,Activation,1,5302479261284256,1.0,{'reach': 1},
20693,30593,NFE2L2,NFE2L1,HGNC,7782,HGNC,7781,,,IncreaseAmount,1,-30184079311949210,1.0,{'reach': 1},
20694,30594,NFE2L2,NFE2L1,HGNC,7782,HGNC,7781,,,Inhibition,1,22218853581054435,1.0,{'reach': 1},
20695,30595,NFE2L2,NFKB1,HGNC,7782,HGNC,7794,,,Inhibition,1,-7167513383576112,1.0,{'reach': 1},
20696,30596,NFE2L2,NLRP3,HGNC,7782,HGNC,16400,,,Inhibition,1,-3295454427544151,1.0,{'reach': 1},
20697,30597,NFE2L2,NLRP3,HGNC,7782,HGNC,16400,,,Activation,1,-245804985422539,1.0,{'reach': 1},
20698,30598,NFE2L2,NOS2,HGNC,7782,HGNC,7873,,,DecreaseAmount,1,27132263770269738,1.0,{'reach': 1},
20699,30599,NFE2L2,NOS2,HGNC,7782,HGNC,7873,,,Inhibition,1,31931492157148606,1.0,{'reach': 1},
20700,30600,NFE2L2,NOTCH1,HGNC,7782,HGNC,7881,,,Activation,1,10753373495806269,1.0,{'reach': 1},
20701,30601,NFE2L2,NOX4,HGNC,7782,HGNC,7891,,,Activation,1,-32882667840916374,1.0,{'reach': 1},
20702,30602,NFE2L2,NOX4,HGNC,7782,HGNC,7891,,,IncreaseAmount,0,1643089035810133,1.0,{},
20703,30603,NFE2L2,NOX4,HGNC,7782,HGNC,7891,,,DecreaseAmount,1,-1031965635343402,1.0,{'reach': 1},
20704,30609,NFE2L2,PINK1,HGNC,7782,HGNC,14581,,,Activation,1,25121055145064436,1.0,{'reach': 1},
20705,30610,NFE2L2,PINK1,HGNC,7782,HGNC,14581,,,IncreaseAmount,1,-27031134888685521,1.0,{'sparser': 1},
20706,30611,NFE2L2,PPARA,HGNC,7782,HGNC,9232,,,Activation,1,26806217675364426,1.0,{'reach': 1},
20707,30615,NFE2L2,PPP1CB,HGNC,7782,HGNC,9282,,,Activation,1,-22071725202293571,1.0,{'reach': 1},
20708,30616,NFE2L2,PRDX1,HGNC,7782,HGNC,9352,,,Activation,1,19789826971419215,1.0,{'reach': 1},
20709,30617,NFE2L2,PRDX6,HGNC,7782,HGNC,16753,,,IncreaseAmount,1,-11203615723618706,1.0,{'reach': 1},
20710,30618,NFE2L2,PSMD10,HGNC,7782,HGNC,9555,,,IncreaseAmount,0,31149792633056125,1.0,{},
20711,30623,NFE2L2,RHOA,HGNC,7782,HGNC,667,,,Activation,0,19132135716812089,1.0,{},
20712,30624,NFE2L2,SESN2,HGNC,7782,HGNC,20746,,,IncreaseAmount,1,17561764192516076,1.0,{'reach': 1},
20713,30625,NFE2L2,SESN2,HGNC,7782,HGNC,20746,,,Activation,1,-35471250474816334,1.0,{'eidos': 1},
20714,30630,NFE2L2,SLC40A1,HGNC,7782,HGNC,10909,,,DecreaseAmount,1,-9842692862547116,1.0,{'reach': 1},
20715,30631,NFE2L2,SLC40A1,HGNC,7782,HGNC,10909,,,IncreaseAmount,1,-21354629654508461,1.0,{'sparser': 1},
20716,30632,NFE2L2,SLC7A11,HGNC,7782,HGNC,11059,,,Activation,1,-25311679408645893,1.0,{'reach': 1},
20717,30633,NFE2L2,SLC7A11,HGNC,7782,HGNC,11059,,,IncreaseAmount,1,-24229853191144205,1.0,{'reach': 1},
20718,30634,NFE2L2,SMAD3,HGNC,7782,HGNC,6769,,,Inhibition,1,30547265931315420,1.0,{'reach': 1},
20719,30635,NFE2L2,SOD1,HGNC,7782,HGNC,11179,,,IncreaseAmount,1,-11829836286838858,1.0,{'reach': 1},
20720,30636,NFE2L2,SOD1,HGNC,7782,HGNC,11179,,,Activation,1,-31385866780792157,1.0,{'reach': 1},
20721,30637,NFE2L2,SOD2,HGNC,7782,HGNC,11180,,,IncreaseAmount,1,-7696488314382799,1.0,{'reach': 1},
20722,30638,NFE2L2,SOD2,HGNC,7782,HGNC,11180,,,Activation,1,-19904571356663912,1.0,{'reach': 1},
20723,30640,NFE2L2,SQSTM1,HGNC,7782,HGNC,11280,,,DecreaseAmount,1,-27862582479451945,1.0,{'reach': 1},
20724,30641,NFE2L2,SQSTM1,HGNC,7782,HGNC,11280,,,IncreaseAmount,1,8798842052642237,1.0,{'reach': 1},
20725,30642,NFE2L2,SQSTM1,HGNC,7782,HGNC,11280,,,Activation,1,22296063146835917,1.0,{'reach': 1},
20726,30643,NFE2L2,SRXN1,HGNC,7782,HGNC,16132,,,IncreaseAmount,1,-14183356864206176,1.0,{'reach': 1},
20727,30644,NFE2L2,SRXN1,HGNC,7782,HGNC,16132,,,Activation,1,10253678107143888,1.0,{'reach': 1},
20728,30645,NFE2L2,STAT3,HGNC,7782,HGNC,11364,,,Activation,1,32761408427346408,1.0,{'reach': 1},
20729,30648,NFE2L2,TFAM,HGNC,7782,HGNC,11741,,,IncreaseAmount,1,19938564102355919,1.0,{'reach': 1},
20730,30649,NFE2L2,TFAM,HGNC,7782,HGNC,11741,,,Activation,1,31216387106304528,1.0,{'sparser': 1},
20731,30654,NFE2L2,TKT,HGNC,7782,HGNC,11834,,,Activation,1,-15860806407727815,1.0,{'reach': 1},
